"jour","mois","annee","typologie","influence","nom_poll","valeur_poll"
6,1,2024,"Périurbaine","Trafic","NO2",4.4
7,1,2024,"Périurbaine","Trafic","NO2",5.4
8,1,2024,"Périurbaine","Trafic","NO2",11.2
9,1,2024,"Périurbaine","Trafic","NO2",33.9
2,1,2024,"Périurbaine","Trafic","NO2",18.7
4,1,2024,"Périurbaine","Trafic","NO2",28.2
5,4,2024,"Périurbaine","Trafic","NOX",8.1
9,7,2024,"Périurbaine","Industrielle","PM2.5",5.7
1,1,2023,"Périurbaine","Fond","O3",67.9
2,1,2023,"Périurbaine","Fond","O3",60.2
4,1,2023,"Périurbaine","Industrielle","PM2.5",7.4
19,1,2024,"Périurbaine","Trafic","NO2",16.6
21,1,2024,"Périurbaine","Trafic","NO2",27.7
28,1,2024,"Périurbaine","Trafic","NO2",6.1
29,1,2024,"Périurbaine","Trafic","NO2",6
19,7,2024,"Périurbaine","Trafic","PM2.5",10.9
4,2,2024,"Périurbaine","Trafic","NO2",12.4
27,1,2024,"Périurbaine","Trafic","NO2",16.1
20,1,2024,"Périurbaine","Trafic","NO2",35
13,1,2024,"Périurbaine","Trafic","NO2",30
10,1,2024,"Périurbaine","Trafic","NO2",34.2
11,1,2024,"Périurbaine","Trafic","NO2",17.6
12,1,2024,"Périurbaine","Trafic","NO2",24.3
14,1,2024,"Périurbaine","Trafic","NO2",27.7
15,1,2024,"Périurbaine","Trafic","NO2",31.4
16,1,2024,"Périurbaine","Trafic","NO2",14.8
17,1,2024,"Périurbaine","Trafic","NO2",20.2
22,1,2024,"Périurbaine","Trafic","NO2",26.4
25,1,2024,"Périurbaine","Trafic","NO2",29.5
26,1,2024,"Périurbaine","Trafic","NO2",17.2
1,2,2024,"Périurbaine","Trafic","NO2",16.2
5,2,2024,"Périurbaine","Trafic","NO2",13.1
6,4,2024,"Périurbaine","Industrielle","PM10",10.4
18,1,2024,"Périurbaine","Trafic","NO2",14.8
23,6,2024,"Périurbaine","Fond","NO",0.4
19,2,2025,"Périurbaine","Trafic","NO",0.9
20,2,2025,"Périurbaine","Trafic","NO",1.6
2,4,2024,"Périurbaine","Industrielle","PM2.5",3
2,4,2024,"Périurbaine","Trafic","PM2.5",2.4
19,7,2024,"Périurbaine","Trafic","NO2",9.8
19,7,2024,"Périurbaine","Trafic","NO2",14.4
19,7,2024,"Périurbaine","Fond","NO2",5
9,7,2024,"Périurbaine","Trafic","NO",1.9
2,4,2024,"Périurbaine","Trafic","NO",8.5
5,7,2024,"Périurbaine","Trafic","NO",4
19,7,2024,"Périurbaine","Trafic","PM10",17.3
2,4,2024,"Périurbaine","Trafic","NO",6.8
18,7,2024,"Périurbaine","Trafic","NO",3.5
9,7,2024,"Périurbaine","Industrielle","NOX",10.8
6,7,2024,"Périurbaine","Trafic","NO",1.9
7,7,2024,"Périurbaine","Trafic","NO",1.8
8,7,2024,"Périurbaine","Trafic","NO",4.3
22,6,2024,"Périurbaine","Trafic","NO",1.8
6,4,2024,"Périurbaine","Fond","NO",0.3
6,4,2024,"Périurbaine","Industrielle","NO",2.8
6,4,2024,"Périurbaine","Trafic","NO2",4.2
6,4,2024,"Périurbaine","Fond","NO2",1.3
6,4,2024,"Périurbaine","Trafic","NO2",3.1
7,4,2024,"Périurbaine","Trafic","PM10",21.2
5,4,2024,"Périurbaine","Trafic","PM10",11.9
7,4,2024,"Périurbaine","Industrielle","PM10",11.8
6,4,2024,"Périurbaine","Trafic","NOX",5.3
4,4,2024,"Périurbaine","Trafic","NOX",20.6
6,4,2024,"Périurbaine","Trafic","NOX",5.5
7,4,2024,"Périurbaine","Trafic","PM10",15.8
6,4,2024,"Périurbaine","Trafic","PM10",13.5
4,4,2024,"Périurbaine","Trafic","PM10",8.6
5,4,2024,"Périurbaine","Trafic","NOX",9.5
4,4,2024,"Périurbaine","Trafic","NOX",21.3
3,4,2024,"Périurbaine","Fond","NOX",3.8
6,4,2024,"Périurbaine","Fond","O3",95.7
3,4,2024,"Périurbaine","Fond","O3",72.3
4,4,2024,"Périurbaine","Fond","O3",82.6
5,4,2024,"Périurbaine","Fond","O3",97.8
7,4,2024,"Périurbaine","Fond","O3",91.8
17,11,2024,"Périurbaine","Industrielle","PM10",16.4
6,4,2024,"Périurbaine","Fond","O3",78.8
7,4,2024,"Périurbaine","Fond","O3",85.5
3,4,2024,"Périurbaine","Fond","O3",65
7,4,2024,"Périurbaine","Industrielle","PM2.5",5.6
3,4,2024,"Périurbaine","Industrielle","PM2.5",4.2
5,4,2024,"Périurbaine","Industrielle","PM2.5",5.5
4,4,2024,"Périurbaine","Industrielle","PM2.5",5.1
6,4,2024,"Périurbaine","Fond","O3",89.7
7,4,2024,"Périurbaine","Fond","O3",89.9
3,4,2024,"Périurbaine","Fond","O3",78.6
7,4,2024,"Périurbaine","Trafic","NO",1
4,4,2024,"Périurbaine","Trafic","NO",3.7
17,11,2024,"Périurbaine","Fond","NOX",5.7
3,4,2024,"Périurbaine","Trafic","NO",6.5
5,4,2024,"Périurbaine","Trafic","NO",1.4
3,4,2024,"Périurbaine","Trafic","PM2.5",4.2
4,4,2024,"Périurbaine","Trafic","PM2.5",4
6,4,2024,"Périurbaine","Trafic","NO",0.9
5,4,2024,"Périurbaine","Trafic","NO2",5.1
7,4,2024,"Périurbaine","Fond","NO",0.3
7,4,2024,"Périurbaine","Industrielle","NO",2.7
7,4,2024,"Périurbaine","Trafic","NO2",3.7
7,4,2024,"Périurbaine","Trafic","NO2",5.9
5,4,2024,"Périurbaine","Trafic","NO2",7.4
4,4,2024,"Périurbaine","Industrielle","NO2",7.1
7,4,2024,"Périurbaine","Fond","NO2",1.6
5,4,2024,"Périurbaine","Fond","NO2",2.3
5,4,2024,"Périurbaine","Fond","NO2",2.1
6,4,2024,"Périurbaine","Fond","NO2",2.1
3,4,2024,"Périurbaine","Fond","NO2",2.8
6,4,2024,"Périurbaine","Industrielle","NO2",6.5
3,4,2024,"Périurbaine","Industrielle","NO2",7.6
5,4,2024,"Périurbaine","Industrielle","NO2",6.2
17,11,2024,"Périurbaine","Fond","O3",40
4,4,2024,"Périurbaine","Fond","NO2",4.7
7,4,2024,"Périurbaine","Industrielle","NO2",6.4
5,4,2024,"Périurbaine","Trafic","PM2.5",6.7
3,4,2024,"Périurbaine","Fond","O3",74.3
7,4,2024,"Périurbaine","Fond","NO2",2.5
7,4,2024,"Périurbaine","Fond","O3",81.1
3,4,2024,"Périurbaine","Fond","O3",69.7
6,4,2024,"Périurbaine","Fond","O3",52.1
7,4,2024,"Périurbaine","Fond","O3",69.9
6,4,2024,"Périurbaine","Industrielle","PM2.5",6.2
8,4,2024,"Périurbaine","Trafic","PM10",15.2
8,4,2024,"Périurbaine","Fond","O3",84
8,4,2024,"Périurbaine","Trafic","PM10",21.8
8,4,2024,"Périurbaine","Fond","NOX",4.3
8,4,2024,"Périurbaine","Fond","O3",67.5
8,4,2024,"Périurbaine","Fond","O3",85.7
6,4,2024,"Périurbaine","Trafic","PM2.5",6.6
8,4,2024,"Périurbaine","Industrielle","PM10",23.7
8,4,2024,"Périurbaine","Trafic","PM2.5",7
8,4,2024,"Périurbaine","Trafic","NO",1.4
8,4,2024,"Périurbaine","Industrielle","NO",2.4
8,4,2024,"Périurbaine","Fond","NO2",3.2
8,4,2024,"Périurbaine","Fond","O3",85.7
8,4,2024,"Périurbaine","Fond","O3",90.2
8,4,2024,"Périurbaine","Fond","O3",90.2
8,4,2024,"Périurbaine","Trafic","NO",2.1
8,4,2024,"Périurbaine","Industrielle","NO2",5.5
8,4,2024,"Périurbaine","Fond","NO",0.4
8,4,2024,"Périurbaine","Trafic","NO2",5.2
8,4,2024,"Périurbaine","Industrielle","PM2.5",7.9
9,4,2024,"Périurbaine","Trafic","NOX",10.7
8,4,2024,"Périurbaine","Trafic","NO2",6
8,4,2024,"Périurbaine","Fond","NO2",1.8
9,4,2024,"Périurbaine","Trafic","PM10",8
9,4,2024,"Périurbaine","Industrielle","PM10",3.6
9,4,2024,"Périurbaine","Fond","O3",91.8
9,4,2024,"Périurbaine","Fond","O3",79.3
9,4,2024,"Périurbaine","Fond","O3",90.8
9,4,2024,"Périurbaine","Fond","O3",82.9
9,4,2024,"Périurbaine","Fond","O3",89.8
17,11,2024,"Périurbaine","Trafic","NO",6.7
17,11,2024,"Périurbaine","Trafic","NO",4.8
9,4,2024,"Périurbaine","Fond","NO",0.2
9,4,2024,"Périurbaine","Industrielle","NO",2.3
21,2,2025,"Périurbaine","Trafic","NO",0.7
9,4,2024,"Périurbaine","Fond","NO2",1.3
9,4,2024,"Périurbaine","Fond","O3",79.4
9,4,2024,"Périurbaine","Trafic","PM10",4.9
10,4,2024,"Périurbaine","Trafic","PM10",11
9,4,2024,"Périurbaine","Trafic","NO2",6.6
9,4,2024,"Périurbaine","Trafic","NO2",5.2
9,4,2024,"Périurbaine","Fond","NO2",1.4
9,4,2024,"Périurbaine","Industrielle","NO2",4.4
17,11,2024,"Périurbaine","Fond","NO",0.5
22,2,2025,"Périurbaine","Trafic","NO",2.7
17,11,2024,"Périurbaine","Trafic","NO2",14.7
10,4,2024,"Périurbaine","Fond","O3",75
10,4,2024,"Périurbaine","Trafic","PM10",7.9
10,4,2024,"Périurbaine","Fond","NOX",1.6
10,4,2024,"Périurbaine","Industrielle","NOX",5
10,4,2024,"Périurbaine","Fond","O3",92.3
10,4,2024,"Périurbaine","Fond","O3",88
10,4,2024,"Périurbaine","Industrielle","PM10",6.5
10,4,2024,"Périurbaine","Industrielle","NO",1.2
10,4,2024,"Périurbaine","Fond","NO2",2.3
10,4,2024,"Périurbaine","Industrielle","NO2",3
10,4,2024,"Périurbaine","Fond","NO2",1.2
10,4,2024,"Périurbaine","Trafic","NO2",7.3
8,4,2024,"Périurbaine","Trafic","NOX",8.4
10,4,2024,"Périurbaine","Trafic","NOX",11.8
7,4,2024,"Périurbaine","Trafic","NOX",7.5
8,4,2024,"Périurbaine","Trafic","NOX",8.2
9,4,2024,"Périurbaine","Trafic","NOX",8.9
10,4,2024,"Périurbaine","Trafic","NOX",9.2
10,4,2024,"Périurbaine","Trafic","NO2",5.2
11,4,2024,"Périurbaine","Trafic","PM10",11.7
7,4,2024,"Périurbaine","Trafic","NOX",5.9
11,4,2024,"Périurbaine","Trafic","NOX",20.5
11,4,2024,"Périurbaine","Fond","O3",73.6
11,4,2024,"Périurbaine","Fond","NOX",4.5
11,4,2024,"Périurbaine","Industrielle","PM10",8.5
11,4,2024,"Périurbaine","Trafic","PM10",9.4
11,4,2024,"Périurbaine","Trafic","NOX",21
11,4,2024,"Périurbaine","Industrielle","NOX",15
11,4,2024,"Périurbaine","Fond","O3",67.7
11,4,2024,"Périurbaine","Fond","O3",81
11,4,2024,"Périurbaine","Fond","O3",78.2
11,4,2024,"Périurbaine","Trafic","NO2",12.9
11,4,2024,"Périurbaine","Fond","NO2",3.2
11,4,2024,"Périurbaine","Fond","NO2",3.5
11,4,2024,"Périurbaine","Industrielle","NO2",9.2
17,11,2024,"Périurbaine","Industrielle","NO2",6
17,11,2024,"Périurbaine","Fond","NO2",5
11,4,2024,"Périurbaine","Industrielle","NO",3.6
11,4,2024,"Périurbaine","Trafic","NO2",13.6
23,2,2025,"Périurbaine","Trafic","NO",5.3
24,2,2025,"Périurbaine","Trafic","NO",3.6
12,4,2024,"Périurbaine","Industrielle","PM10",14.5
12,4,2024,"Périurbaine","Trafic","PM10",14.6
12,4,2024,"Périurbaine","Trafic","PM10",12.8
12,4,2024,"Périurbaine","Fond","NOX",6.8
12,4,2024,"Périurbaine","Industrielle","NOX",15.3
12,4,2024,"Périurbaine","Trafic","NOX",33.5
4,1,2023,"Périurbaine","Trafic","NO",32.1
12,4,2024,"Périurbaine","Fond","O3",57.3
12,4,2024,"Périurbaine","Fond","O3",64.7
12,4,2024,"Périurbaine","Fond","O3",71.5
12,4,2024,"Périurbaine","Fond","O3",70.9
17,11,2024,"Périurbaine","Industrielle","PM2.5",10.8
17,11,2024,"Périurbaine","Trafic","NO2",13.4
12,4,2024,"Périurbaine","Industrielle","NO",3.4
12,4,2024,"Périurbaine","Industrielle","NO2",10.1
12,4,2024,"Périurbaine","Fond","NO2",9.2
12,4,2024,"Périurbaine","Fond","NO2",4.9
12,4,2024,"Périurbaine","Trafic","NO2",23.5
13,4,2024,"Périurbaine","Trafic","PM10",12.8
13,4,2024,"Périurbaine","Trafic","PM10",14.7
13,4,2024,"Périurbaine","Industrielle","PM10",16.2
13,4,2024,"Périurbaine","Trafic","NOX",23.1
13,4,2024,"Périurbaine","Trafic","NOX",29.5
13,4,2024,"Périurbaine","Fond","O3",90.7
11,4,2024,"Périurbaine","Fond","O3",78.1
13,4,2024,"Périurbaine","Fond","O3",82.9
11,4,2024,"Périurbaine","Fond","O3",87.6
10,4,2024,"Périurbaine","Fond","O3",86.1
13,4,2024,"Périurbaine","Industrielle","NOX",14.2
13,4,2024,"Périurbaine","Fond","O3",53.9
13,4,2024,"Périurbaine","Fond","O3",68.2
13,4,2024,"Périurbaine","Fond","O3",68.4
13,4,2024,"Périurbaine","Fond","O3",81.9
10,4,2024,"Périurbaine","Fond","O3",91.7
10,4,2024,"Périurbaine","Fond","O3",84.8
12,4,2024,"Périurbaine","Fond","O3",80.3
12,4,2024,"Périurbaine","Fond","O3",82
25,2,2025,"Périurbaine","Trafic","NO",1.3
23,3,2025,"Périurbaine","Trafic","PM10",9.6
20,7,2024,"Périurbaine","Industrielle","PM10",17
13,4,2024,"Périurbaine","Fond","NOX",6.3
11,4,2024,"Périurbaine","Industrielle","PM2.5",3.6
12,4,2024,"Périurbaine","Industrielle","PM2.5",6.5
13,4,2024,"Périurbaine","Industrielle","PM2.5",7.5
9,4,2024,"Périurbaine","Industrielle","PM2.5",1.3
10,4,2024,"Périurbaine","Industrielle","PM2.5",2.5
13,4,2024,"Périurbaine","Industrielle","NO",3.4
13,4,2024,"Périurbaine","Trafic","NO2",18.3
9,4,2024,"Périurbaine","Trafic","NO",2.4
13,4,2024,"Périurbaine","Fond","NO2",8.7
12,4,2024,"Périurbaine","Trafic","NO",9.5
13,4,2024,"Périurbaine","Fond","NO2",4.9
11,4,2024,"Périurbaine","Trafic","NO",5
13,4,2024,"Périurbaine","Fond","NO",0.5
13,4,2024,"Périurbaine","Trafic","NO",4.5
14,4,2024,"Périurbaine","Trafic","PM10",17.2
14,4,2024,"Périurbaine","Industrielle","PM10",15.3
14,4,2024,"Périurbaine","Trafic","NOX",18
14,4,2024,"Périurbaine","Trafic","NOX",25.6
14,4,2024,"Périurbaine","Fond","NOX",7.1
14,4,2024,"Périurbaine","Trafic","PM10",14
14,4,2024,"Périurbaine","Fond","O3",72.7
14,4,2024,"Périurbaine","Fond","NO",0.5
10,4,2024,"Périurbaine","Trafic","NO",2.7
14,4,2024,"Périurbaine","Industrielle","NO",2.8
14,4,2024,"Périurbaine","Fond","O3",82.2
14,4,2024,"Périurbaine","Fond","O3",71
14,4,2024,"Périurbaine","Fond","O3",89.8
14,4,2024,"Périurbaine","Fond","O3",96.4
14,4,2024,"Périurbaine","Trafic","PM2.5",7.5
14,4,2024,"Périurbaine","Fond","O3",86.5
14,4,2024,"Périurbaine","Trafic","NO",2.5
14,4,2024,"Périurbaine","Trafic","NO",4.3
14,4,2024,"Périurbaine","Industrielle","PM2.5",8.3
15,4,2024,"Périurbaine","Trafic","PM10",9.3
14,4,2024,"Périurbaine","Fond","NO2",4
14,4,2024,"Périurbaine","Trafic","NO2",14.2
14,4,2024,"Périurbaine","Fond","NO2",5.6
13,4,2024,"Périurbaine","Industrielle","NO2",9
14,4,2024,"Périurbaine","Industrielle","NO2",6.3
15,4,2024,"Périurbaine","Fond","NOX",4.2
26,2,2025,"Périurbaine","Trafic","NO",1.5
15,4,2024,"Périurbaine","Industrielle","NOX",12.2
15,4,2024,"Périurbaine","Industrielle","PM10",16.2
15,4,2024,"Périurbaine","Trafic","PM10",7.8
15,4,2024,"Périurbaine","Fond","O3",67.3
15,4,2024,"Périurbaine","Fond","O3",68
15,4,2024,"Périurbaine","Fond","O3",67
15,4,2024,"Périurbaine","Fond","O3",70.6
15,4,2024,"Périurbaine","Fond","O3",68.1
15,4,2024,"Périurbaine","Industrielle","PM2.5",7.7
15,4,2024,"Périurbaine","Trafic","NOX",9.8
15,4,2024,"Périurbaine","Trafic","NOX",8.1
27,2,2025,"Périurbaine","Trafic","NO",5.6
15,4,2024,"Périurbaine","Industrielle","NO",3.3
15,4,2024,"Périurbaine","Trafic","PM2.5",4.7
15,4,2024,"Périurbaine","Trafic","NO",2.7
15,4,2024,"Périurbaine","Industrielle","NO2",7.2
15,4,2024,"Périurbaine","Trafic","NO",2.4
15,4,2024,"Périurbaine","Fond","NO2",1.6
15,4,2024,"Périurbaine","Fond","NO2",3.2
15,4,2024,"Périurbaine","Trafic","NO2",5.7
28,2,2025,"Périurbaine","Trafic","NO",5.5
16,4,2024,"Périurbaine","Fond","O3",92.6
16,4,2024,"Périurbaine","Industrielle","PM10",6.5
16,4,2024,"Périurbaine","Trafic","PM10",11.2
16,4,2024,"Périurbaine","Trafic","PM10",8.7
16,4,2024,"Périurbaine","Fond","NOX",1.5
16,4,2024,"Périurbaine","Industrielle","NOX",5.9
16,4,2024,"Périurbaine","Fond","O3",94.1
16,4,2024,"Périurbaine","Fond","O3",92.1
15,4,2024,"Périurbaine","Trafic","NO2",4.5
16,4,2024,"Périurbaine","Trafic","NOX",9.4
16,4,2024,"Périurbaine","Trafic","NOX",8.8
16,4,2024,"Périurbaine","Trafic","NO2",5.6
16,4,2024,"Périurbaine","Trafic","NO",2.5
16,4,2024,"Périurbaine","Trafic","NO",2.4
16,4,2024,"Périurbaine","Fond","NO",0.1
16,4,2024,"Périurbaine","Industrielle","NO",1.6
16,4,2024,"Périurbaine","Trafic","NO2",5.1
16,4,2024,"Périurbaine","Fond","NO2",1.1
16,4,2024,"Périurbaine","Fond","NO2",1.7
16,4,2024,"Périurbaine","Industrielle","NO2",3.5
22,12,2024,"Périurbaine","Fond","NO2",1.4
25,12,2024,"Périurbaine","Fond","NO2",3.7
28,12,2024,"Périurbaine","Fond","NO2",17
29,12,2024,"Périurbaine","Fond","NO2",13.3
18,11,2024,"Périurbaine","Fond","O3",52.8
2,1,2025,"Périurbaine","Fond","NO2",8
17,4,2024,"Périurbaine","Trafic","PM10",10.5
17,4,2024,"Périurbaine","Trafic","PM10",7.2
17,4,2024,"Périurbaine","Trafic","NOX",9
16,4,2024,"Périurbaine","Fond","O3",95.1
17,4,2024,"Périurbaine","Industrielle","PM10",5.9
18,4,2024,"Périurbaine","Industrielle","PM10",6.1
18,4,2024,"Périurbaine","Trafic","PM10",6.5
3,1,2025,"Périurbaine","Fond","NO2",11.7
17,4,2024,"Périurbaine","Fond","O3",91.4
17,4,2024,"Périurbaine","Industrielle","NOX",6.9
18,11,2024,"Périurbaine","Industrielle","PM2.5",7
17,4,2024,"Périurbaine","Trafic","NO",2.2
17,4,2024,"Périurbaine","Fond","O3",90.2
18,11,2024,"Périurbaine","Trafic","PM2.5",16.9
17,4,2024,"Périurbaine","Trafic","NO",2.4
17,4,2024,"Périurbaine","Fond","O3",86.9
17,4,2024,"Périurbaine","Fond","NOX",2.2
17,4,2024,"Périurbaine","Industrielle","NO",1.8
17,4,2024,"Périurbaine","Fond","NO2",1.7
18,4,2024,"Périurbaine","Trafic","PM10",9.4
17,4,2024,"Périurbaine","Industrielle","NO2",4.2
17,4,2024,"Périurbaine","Fond","NO2",1.7
17,4,2024,"Périurbaine","Industrielle","PM2.5",2.5
18,4,2024,"Périurbaine","Fond","O3",84
16,7,2024,"Périurbaine","Industrielle","NO",2.4
16,7,2024,"Périurbaine","Trafic","PM2.5",5.1
18,4,2024,"Périurbaine","Trafic","NOX",16.1
18,4,2024,"Périurbaine","Trafic","NOX",16.1
18,4,2024,"Périurbaine","Fond","O3",84
18,4,2024,"Périurbaine","Fond","NO",0.2
17,7,2024,"Périurbaine","Fond","NO",0.6
18,4,2024,"Périurbaine","Fond","O3",76.4
17,7,2024,"Périurbaine","Industrielle","NO",2
18,4,2024,"Périurbaine","Fond","O3",84
18,4,2024,"Périurbaine","Industrielle","NO",2.4
18,7,2024,"Périurbaine","Trafic","PM2.5",8
18,11,2024,"Périurbaine","Fond","NO",0.1
19,4,2024,"Périurbaine","Industrielle","PM10",7
18,4,2024,"Périurbaine","Trafic","NO",3.3
18,4,2024,"Périurbaine","Trafic","NO",4
18,4,2024,"Périurbaine","Fond","NO2",1.6
18,4,2024,"Périurbaine","Fond","NO2",3.1
20,7,2024,"Périurbaine","Industrielle","NO",1.7
19,4,2024,"Périurbaine","Trafic","PM10",11.9
18,4,2024,"Périurbaine","Industrielle","NO2",5
18,4,2024,"Périurbaine","Industrielle","NOX",8.6
19,4,2024,"Périurbaine","Trafic","NOX",25.7
19,4,2024,"Périurbaine","Fond","NOX",3.9
19,4,2024,"Périurbaine","Industrielle","NOX",13
19,4,2024,"Périurbaine","Fond","O3",81
19,4,2024,"Périurbaine","Fond","O3",89.8
19,4,2024,"Périurbaine","Fond","O3",90.3
19,4,2024,"Périurbaine","Trafic","NOX",31.1
19,4,2024,"Périurbaine","Fond","O3",77
19,4,2024,"Périurbaine","Trafic","PM10",10.8
19,4,2024,"Périurbaine","Fond","NO2",3
19,4,2024,"Périurbaine","Industrielle","NO2",8.5
19,4,2024,"Périurbaine","Trafic","NO",8.4
19,4,2024,"Périurbaine","Industrielle","NO",2.9
19,4,2024,"Périurbaine","Fond","NO",0.3
18,11,2024,"Périurbaine","Fond","NO2",4.5
19,4,2024,"Périurbaine","Trafic","NO",6.5
20,4,2024,"Périurbaine","Trafic","PM10",7.5
19,4,2024,"Périurbaine","Fond","NO2",7
19,4,2024,"Périurbaine","Trafic","NO2",15.8
20,4,2024,"Périurbaine","Fond","NOX",2.5
20,4,2024,"Périurbaine","Trafic","PM10",8.8
20,4,2024,"Périurbaine","Industrielle","PM10",7.3
19,4,2024,"Périurbaine","Fond","O3",96.5
17,4,2024,"Périurbaine","Fond","O3",97
18,4,2024,"Périurbaine","Fond","O3",90.4
20,4,2024,"Périurbaine","Trafic","NOX",16.6
20,4,2024,"Périurbaine","Fond","O3",87.8
20,7,2024,"Périurbaine","Industrielle","NO2",5
20,4,2024,"Périurbaine","Trafic","NOX",16.6
20,4,2024,"Périurbaine","Fond","O3",82.1
20,4,2024,"Périurbaine","Fond","O3",89.1
20,4,2024,"Périurbaine","Fond","O3",93.8
17,4,2024,"Périurbaine","Fond","O3",87.3
18,4,2024,"Périurbaine","Fond","O3",79.6
19,4,2024,"Périurbaine","Fond","O3",73.9
16,4,2024,"Périurbaine","Industrielle","PM2.5",2.6
18,4,2024,"Périurbaine","Industrielle","PM2.5",1.9
19,4,2024,"Périurbaine","Industrielle","PM2.5",2.9
20,4,2024,"Périurbaine","Fond","O3",79.6
20,4,2024,"Périurbaine","Industrielle","PM2.5",2.5
20,4,2024,"Périurbaine","Fond","NO2",1.9
20,4,2024,"Périurbaine","Industrielle","NO",1.8
20,4,2024,"Périurbaine","Trafic","NO",3.4
1,3,2025,"Périurbaine","Trafic","NO",4.2
20,4,2024,"Périurbaine","Industrielle","NO2",4
20,4,2024,"Périurbaine","Fond","NO",0.2
21,4,2024,"Périurbaine","Trafic","NOX",11.3
21,4,2024,"Périurbaine","Trafic","NOX",15.8
21,4,2024,"Périurbaine","Industrielle","NOX",4.1
20,4,2024,"Périurbaine","Trafic","NO2",11.4
21,4,2024,"Périurbaine","Fond","NOX",2
21,6,2025,"Périurbaine","Fond","NO2",6.3
21,4,2024,"Périurbaine","Trafic","PM10",9
21,4,2024,"Périurbaine","Industrielle","PM10",6
21,4,2024,"Périurbaine","Trafic","PM10",6.8
20,4,2024,"Périurbaine","Fond","NO2",4.3
21,4,2024,"Périurbaine","Trafic","PM2.5",3.7
20,7,2024,"Périurbaine","Fond","NO2",3.3
21,4,2024,"Périurbaine","Fond","O3",80.5
21,4,2024,"Périurbaine","Industrielle","NO",1.1
21,4,2024,"Périurbaine","Trafic","NO",4.9
21,4,2024,"Périurbaine","Fond","O3",89.4
21,4,2024,"Périurbaine","Fond","O3",85.8
21,4,2024,"Périurbaine","Trafic","NO",2.7
27,6,2025,"Périurbaine","Fond","NO2",4.8
21,4,2024,"Périurbaine","Fond","O3",81.3
21,4,2024,"Périurbaine","Fond","O3",83.5
21,4,2024,"Périurbaine","Fond","O3",89
14,11,2024,"Périurbaine","Trafic","PM10",25.2
16,11,2024,"Périurbaine","Trafic","PM10",20.8
21,4,2024,"Périurbaine","Trafic","NO2",8.2
21,4,2024,"Périurbaine","Industrielle","NO2",2.5
22,4,2024,"Périurbaine","Trafic","PM10",9.5
21,4,2024,"Périurbaine","Fond","NO2",2.9
17,11,2024,"Périurbaine","Trafic","PM10",21.5
18,11,2024,"Périurbaine","Trafic","PM10",20.1
22,4,2024,"Périurbaine","Fond","O3",91.7
22,4,2024,"Périurbaine","Industrielle","PM10",5.9
22,4,2024,"Périurbaine","Fond","O3",81.5
22,4,2024,"Périurbaine","Trafic","PM10",6.9
22,4,2024,"Périurbaine","Trafic","NOX",14.1
22,4,2024,"Périurbaine","Fond","O3",85.6
22,4,2024,"Périurbaine","Industrielle","NOX",5.4
22,4,2024,"Périurbaine","Trafic","NOX",20.6
22,4,2024,"Périurbaine","Fond","O3",81.8
22,4,2024,"Périurbaine","Fond","O3",87.3
22,4,2024,"Périurbaine","Fond","O3",85.3
22,4,2024,"Périurbaine","Fond","NOX",2.1
22,4,2024,"Périurbaine","Industrielle","NO",1.4
22,4,2024,"Périurbaine","Trafic","NO",5.5
22,4,2024,"Périurbaine","Fond","NO2",3.8
22,4,2024,"Périurbaine","Industrielle","NO2",3.3
22,4,2024,"Périurbaine","Trafic","PM2.5",3.5
22,4,2024,"Périurbaine","Trafic","NO",3.9
22,4,2024,"Périurbaine","Fond","NO2",1.6
24,7,2025,"Périurbaine","Fond","NO2",7.3
22,4,2024,"Périurbaine","Fond","NO",0.2
23,4,2024,"Périurbaine","Industrielle","NOX",7.2
23,4,2024,"Périurbaine","Industrielle","PM10",6
23,4,2024,"Périurbaine","Trafic","PM10",8.6
23,4,2024,"Périurbaine","Trafic","NOX",16.2
23,4,2024,"Périurbaine","Trafic","NOX",21.9
23,4,2024,"Périurbaine","Fond","NOX",2.7
23,4,2024,"Périurbaine","Trafic","NO2",11.6
23,4,2024,"Périurbaine","Fond","NO2",4.8
23,4,2024,"Périurbaine","Industrielle","NO",1.9
23,4,2024,"Périurbaine","Industrielle","NO2",4.4
23,4,2024,"Périurbaine","Fond","O3",90
16,11,2024,"Périurbaine","Industrielle","PM10",17.2
14,11,2024,"Périurbaine","Industrielle","PM10",10.5
15,11,2024,"Périurbaine","Industrielle","PM10",15.8
16,11,2024,"Périurbaine","Trafic","PM10",20.4
14,11,2024,"Périurbaine","Trafic","PM10",32.1
17,11,2024,"Périurbaine","Trafic","PM10",23.3
18,11,2024,"Périurbaine","Trafic","PM10",21.5
24,4,2024,"Périurbaine","Trafic","PM10",7.4
24,4,2024,"Périurbaine","Trafic","NOX",11.7
24,4,2024,"Périurbaine","Trafic","PM10",7.7
24,4,2024,"Périurbaine","Industrielle","PM10",9.4
24,4,2024,"Périurbaine","Trafic","NOX",10.5
24,4,2024,"Périurbaine","Industrielle","NOX",8.4
18,11,2024,"Périurbaine","Fond","NOX",4.7
24,4,2024,"Périurbaine","Fond","NOX",3.4
17,11,2024,"Périurbaine","Industrielle","NOX",10.1
15,11,2024,"Périurbaine","Industrielle","NOX",27.1
18,11,2024,"Périurbaine","Industrielle","NOX",23.7
24,4,2024,"Périurbaine","Fond","NO2",2.7
24,4,2024,"Périurbaine","Industrielle","NO",2.1
