"code_insee_com","nom_com","RR_med","NBJRR5_med","NBJRR1_med","NBJRR10_med","Tmin_med","Tmax_med","Tens_vap_med","Force_vent_med","Insolation_med","Rayonnement_med","niveau_vie_median_2021"
65418,"Sénac",82.55,5.5,9.5,3,7.35,19.05,11.75,1.8,3348,13243,24200
65422,"Séron",92.5,5,10.5,3,7.15,17.95,11.2,2.1,3348,13243,22530
65423,"Sère-Rustaing",82.55,5.5,9.5,3,8.5,20.1,10.15,2.6,3276,13039,24380
65425,"Siarrouy",83,5,10,3,7.35,19.05,11.75,1.8,3348,13243,22030
65426,"Sinzos",86.5,5,9,2,8.5,20.1,10.15,2.6,3276,13039,24670
65427,"Siradan",61.25,5,6,3,0.9,11.4,11.1,2.2,3373,13106.5,19230
65429,"Sombrun",70.6,3.5,5.5,2,8.3,20.5,11.75,1.8,3348,13243,21450
65432,"Soublecause",70.6,3.5,5.5,2,7.55,19.9,11.3,1.3,3329,12938,20480
65433,"Soues",83,5,10,3,6.95,17.4,10.7,2.5,3156,12814,21670
65436,"Souyeaux",90.8,6,11,3,8.5,20.1,10.7,2.5,3156,12814,23650
65437,"Tajan",90.75,6,11,3,6.45,16.15,10.15,2.6,3276,13039,22700
65439,"Tarasteix",92.5,5,10.5,3,7.35,19.05,11.75,1.8,3348,13243,21510
65440,"Tarbes",83,5,10,3,6.95,17.4,10.7,2.5,3156,12814,19070
65442,"Thermes-Magnoac",68.35,4,9,2,7.4,18.6,11.2,2.2,3522.5,13426.5,20090
65444,"Tibiran-Jaunac",61.25,5,6,3,6.55,18.25,11.1,2.2,3373,13106.5,24580
65445,"Tilhouse",91.25,5,11,3,6,19.4,10.15,2.6,3276,13039,25310
65446,"Tostat",83,5,10,3,7.35,19.05,11.75,1.8,3348,13243,20570
65447,"Tournay",86.5,5,9,2,8.5,20.1,10.15,2.6,3276,13039,22740
65451,"Trébons",90.8,6,11,3,6.95,17.4,10.7,2.5,3156,12814,22550
65452,"Trie-sur-Baïse",82.55,5.5,9.5,3,8.7,19.7,11.2,2.2,3522.5,13426.5,19820
65455,"Tuzaguet",92.8,6,11,3,6.45,16.15,10.15,2.6,3276,13039,23740
65456,"Uglas",90.75,6,11,3,6.45,16.15,10.15,2.6,3276,13039,23350
65460,"Vic-en-Bigorre",70.6,3.5,5.5,2,7.35,19.05,11.75,1.8,3348,13243,20710
65462,"Vidouze",70.6,3.5,5.5,2,10.2,18.3,11.75,1.8,3348,13243,19870
65464,"Vielle-Adour",90.8,6,11,3,8.5,20.1,10.7,2.5,3156,12814,23780
65467,"Vier-Bordes",67.8,4,9,2,8.2,18.9,10.1,2,3156,12814,21100
65470,"Viger",67.8,4,9,2,8.2,18.9,10.1,2,3156,12814,20210
65477,"Villenave-près-Marsac",83,5,10,3,7.35,19.05,11.75,1.8,3348,13243,22020
65479,"Visker",83,5,10,3,6.95,17.4,10.7,2.5,3156,12814,27470
65482,"Cantaous",92.8,6,11,3,6.45,16.15,10.15,2.6,3276,13039,22940
66002,"Alénya",28.95,2,4,1,10.2,19.3,12.1,3.4,4055,14416,22190
66003,"Amélie-les-Bains-Palalda",54.2,3,6,2,10,20.6,10.9,3.7,2808,11152,18280
66004,"Angles",48.2,4,8,1,1.5,12.3,6.9,3.6,4173,15741,22720
66005,"Angoustrine-Villeneuve-des-Escaldes",48.2,4,8,1,3.6,12.6,6.85,2.8,4173,15741,22010
66006,"Ansignan",40.5,2,6,1,9.6,18.9,10.85,3.7,3286,13667.5,15260
66007,"Arboussols",33.7,2,4.5,1,7.85,20.55,10.25,1.8,3137,12269.5,19140
66008,"Argelès-sur-Mer",33.2,2,3,1,12.3,17.95,12.3,8,4055,14416,21560
66011,"Bages",28.95,2,4,1,9.5,19.2,11.8,4.5,4099,14633.5,21580
66012,"Baho",29.25,2,4,1,10.8,19.45,11.4,4.5,4099,14633.5,22510
66014,"Baixas",29.25,2,4,1,10.8,19.45,11.4,4.5,4099,14633.5,21070
66015,"Banyuls-dels-Aspres",34.75,2,5,1,9.55,20.9,11.8,3.5,2808,11152,22210
66016,"Banyuls-sur-Mer",30.95,2,4,1,12.3,17.95,12.3,8,4055,14416,22380
66017,"Barcarès",29.5,2,4,1,10.2,19.3,12.1,3.4,4055,14416,20560
66019,"Bélesta",22.35,1,4.5,1,9.2,20.1,11.2,3.1,3286,13667.5,17990
66020,"Bolquère",55.9,4,7,2,3.9,14.7,7.15,2.8,4173,15741,23310
66021,"Bompas",27.8,2,4,1,10.2,19.3,12.1,3.4,4055,14416,21430
66023,"Bouleternère",22.35,1,4.5,1,9.2,20.1,11.2,3.1,2808,11152,19810
66024,"Boulou",34.75,2,5,1,9.55,20.9,11.8,3.5,2808,11152,20130
66025,"Bourg-Madame",49.15,3,7,1,3.9,14.7,7.15,2.8,4173,15741,20250
66026,"Brouilla",28.95,2,4,1,9.55,20.9,11.8,3.5,4099,14633.5,22360
66027,"Cabanasse",55.9,4,7,2,3.9,14.7,7.15,2.8,4173,15741,21230
66028,"Cabestany",28.95,2,4,1,10.2,19.3,12.1,3.4,4055,14416,23510
66029,"Caixas",36.1,2,5,1,10.9,19.3,10.75,3.3,2808,11152,27150
66030,"Calce",31.7,2,3,1,8.8,19.5,10.95,2.6,2808,11152,22550
66033,"Camélas",29.15,2,5,1,8.8,19.5,10.95,2.6,2808,11152,24890
66034,"Campôme",30.25,2,5,1,6.8,20,10.25,1.8,3137,12269.5,20450
66037,"Canet-en-Roussillon",27.8,2,4,1,10.2,19.3,12.1,3.4,4055,14416,22520
66038,"Canohès",22.75,2,3,1,10.8,19.45,11.4,4.5,4099,14633.5,23760
66039,"Caramany",40.5,2,6,1,9.6,18.9,10.85,3.7,3286,13667.5,16540
66041,"Cases-de-Pène",31.7,2,3,1,10.8,19.45,11.4,4.5,4099,14633.5,22680
66042,"Cassagnes",39.4,2,6,1,18.15,32.7,11.2,3.1,3286,13667.5,18450
66043,"Casteil",37.7,2,6,1,7.4,18.15,9.2,1.3,3137,12269.5,19030
66044,"Castelnou",30,2,5,1,8.8,19.5,10.95,2.6,2808,11152,23220
66045,"Catllar",31.5,2,5,1,6.8,20,10.25,1.8,3137,12269.5,21280
66046,"Caudiès-de-Fenouillèdes",51.3,3,7,2,9.7,19.4,10.8,4.6,3389,14179,18400
66048,"Cerbère",30.95,2,4,1,12.3,17.95,12.3,8,4055,14416,19880
66049,"Céret",45.2,3,5,1,10,20.6,10.9,3.7,2808,11152,21840
66050,"Claira",27.8,2,4,1,10.2,19.3,12.1,3.4,4055,14416,21850
66051,"Clara-Villerach",34.6,2,5,1,9.05,17.1,9.4,3.2,3137,12269.5,21850
66052,"Codalet",34.6,2,5,1,9.05,17.1,9.4,3.2,3137,12269.5,23300
66053,"Collioure",33.2,2,3,1,12.3,17.95,12.3,8,4055,14416,23370
66055,"Corbère",29.15,2,5,1,9.2,20.1,11.2,3.1,2808,11152,22600
66056,"Corbère-les-Cabanes",29.15,2,5,1,8.8,19.5,10.95,2.6,2808,11152,21840
66057,"Corneilla-de-Conflent",36,2,5,1,9.05,17.1,9.4,3.2,3137,12269.5,18980
66058,"Corneilla-la-Rivière",32.35,2,5,1,8.8,19.5,10.95,2.6,2808,11152,21830
66059,"Corneilla-del-Vercol",28.95,2,4,1,10.2,19.3,12.1,3.4,4055,14416,22360
66060,"Corsavy",30.7,2,4,1,7.6,17.25,9.65,1.8,3137,12269.5,19020
66062,"Dorres",49.15,3,7,1,3.6,12.6,6.85,2.8,4173,15741,22710
66063,"Cluses",49.2,3,5,2,10.5,19.3,11,3.5,2808,11152,23380
66064,"Égat",57.2,4,8,2,3.6,12.6,6.85,2.8,4173,15741,20860
66065,"Elne",28.95,2,4,1,9.55,20.9,12.1,3.4,4055,14416,19550
66066,"Enveitg",49.15,3,7,1,3.6,12.6,6.85,2.8,4173,15741,20910
66067,"Err",55.9,4,7,2,0.1,5.1,5,3.4,4173,15741,22370
66068,"Escaro",43.2,2,6,1,7.4,18.15,9.2,1.3,3137,12269.5,15010
66069,"Espira-de-l'Agly",29.25,2,4,1,10.8,19.45,11.4,4.5,4099,14633.5,20350
66070,"Espira-de-Conflent",33.7,2,4.5,1,6.8,20,10.25,1.8,3137,12269.5,20240
66071,"Estagel",31.7,2,3,1,8.8,19.5,10.95,2.6,2808,11152,18620
66072,"Estavar",57.2,4,8,2,3.9,14.7,7.15,2.8,4173,15741,21400
66073,"Estoher",66.2,4,7,2,1.4,8,5.5,1,3137,12269.5,19160
66074,"Eus",31.5,2,5,1,6.8,20,10.25,1.8,3137,12269.5,19780
66075,"Eyne",55.9,4,7,2,0.1,5.1,5,3.4,4173,15741,19540
66078,"Fillols",37.7,2,6,1,9.05,17.1,9.4,3.2,3137,12269.5,17030
66079,"Finestret",33.7,2,4.5,1,7.85,20.55,10.25,1.8,3137,12269.5,20330
66080,"Fontpédrouse",30,2,3,1,1.3,11.3,5,3.4,3137,12269.5,20750
66084,"Fourques",35.95,2,5,1,10.95,19.75,10.9,3.7,2808,11152,21750
66085,"Fuilla",43.2,2,6,1,7.4,18.15,9.2,1.3,3137,12269.5,20420
66088,"Ille-sur-Têt",22.35,1,4.5,1,9.2,20.1,11.2,3.1,2808,11152,19430
66089,"Joch",33.7,2,4.5,1,7.85,20.55,10.25,1.8,3137,12269.5,22370
66093,"Laroque-des-Albères",44.55,2,5,1,10.5,19.3,11,3.5,4099,14633.5,24270
66094,"Latour-Bas-Elne",33.2,2,3,1,10.2,19.3,12.1,3.4,4055,14416,23260
66095,"Latour-de-Carol",49.15,3,7,1,3.6,12.6,6.85,2.8,4173,15741,20710
66096,"Latour-de-France",31.7,2,3,1,18.15,32.7,10.5,2.1,3286,13667.5,19730
66097,"Lesquerde",40.5,2,6,1,9.6,18.9,10.85,3.7,3286,13667.5,20550
66098,"Llagonne",55.9,4,7,2,1.5,12.3,6.9,3.6,4173,15741,22850
66099,"Llauro",35.95,2,5,1,10.95,19.75,10.9,3.7,2808,11152,19530
66100,"Llo",55.9,4,7,2,0.1,5.1,5,3.4,4173,15741,20090
66101,"Llupia",22.75,2,3,1,8.8,19.5,10.95,2.6,2808,11152,23070
66103,"Marquixanes",31.5,2,5,1,6.8,20,10.25,1.8,3137,12269.5,18150
66104,"Masos",31.5,2,5,1,6.8,20,10.25,1.8,3137,12269.5,20530
66105,"Matemale",56.4,3,8,2,1.5,12.3,6.9,3.6,4173,15741,21100
66106,"Maureillas-las-Illas",66.5,3,5,2,10.5,19.3,11,3.5,2808,11152,21460
66107,"Maury",39.4,2,6,1,18.15,32.7,10.5,2.1,3286,13667.5,17280
66108,"Millas",32.35,2,5,1,8.8,19.5,10.95,2.6,2808,11152,19800
66109,"Molitg-les-Bains",30.25,2,5,1,6.8,20,10.25,1.8,3137,12269.5,21480
66111,"Montalba-le-Château",29.65,2,5,1,7.85,20.55,11.2,3.1,3286,13667.5,18050
66112,"Montauriol",46.8,2,5.5,1,10.9,19.3,10.75,3.3,2808,11152,22900
66113,"Montbolo",52.25,3,6,2,6.8,17,10.75,3.3,2808,11152,20160
66114,"Montescot",28.95,2,4,1,9.55,20.9,11.8,4.5,4099,14633.5,23020
66115,"Montesquieu-des-Albères",49.2,3,5,2,9.55,20.9,11,3.5,2808,11152,24410
66116,"Montferrer",59.45,3,6,2,7.4,17,9.65,1.8,3137,12269.5,16860
66117,"Mont-Louis",55.9,4,7,2,1.3,11.3,6.9,3.6,4173,15741,23190
66118,"Montner",31.7,2,3,1,8.8,19.5,10.95,2.6,2808,11152,21230
66119,"Mosset",30.25,2,5,1,6.9,16.15,9.4,3.2,3137,12269.5,16640
66121,"Néfiach",32.35,2,5,1,9.2,20.1,11.2,3.1,2808,11152,20890
66124,"Font-Romeu-Odeillo-Via",48.2,4,8,1,3.6,12.6,6.85,2.8,4173,15741,21580
66125,"Olette",63.8,4,6,2,1.3,11.3,6.9,3.6,3137,12269.5,17450
66126,"Oms",46.8,2,5.5,1,10.95,19.75,10.9,3.7,2808,11152,23890
66127,"Opoul-Périllos",33.4,2,5,1,9.9,19.8,11.5,3.5,4099,14633.5,21250
66129,"Ortaffa",28.95,2,4,1,9.55,20.9,11.8,3.5,4099,14633.5,21440
66130,"Osséja",49.15,3,7,1,3.9,14.7,7.15,2.8,4173,15741,21470
66132,"Palau-de-Cerdagne",49.15,3,7,1,3.9,14.7,7.15,2.8,4173,15741,21020
66133,"Palau-del-Vidre",28.95,2,4,1,9.55,20.9,11.8,3.5,4055,14416,21740
66134,"Passa",34.75,2,5,1,9.5,19.2,11.8,3.7,2808,11152,21530
66136,"Perpignan",29.25,2,4,1,10.8,19.45,11.4,4.5,4099,14633.5,17380
66137,"Perthus",49.2,3,5,2,10.5,19.3,11,3.5,2808,11152,14690
66138,"Peyrestortes",29.25,2,4,1,10.8,19.45,11.4,4.5,4099,14633.5,20120
66140,"Pézilla-la-Rivière",30,2,5,1,8.8,19.5,10.95,2.6,2808,11152,20970
66141,"Pia",29.25,2,4,1,10.8,19.45,11.4,4.5,4099,14633.5,20040
66144,"Pollestres",22.75,2,3,1,10.8,19.45,11.4,4.5,4099,14633.5,22380
66145,"Ponteilla",22.75,2,3,1,9.5,19.2,11.8,2.6,2808,11152,22740
66147,"Porté-Puymorens",66.5,4,6,2,3.6,12.6,6.85,2.8,4173,15741,24670
66148,"Port-Vendres",30.95,2,4,1,12.3,17.95,12.3,8,4055,14416,19900
66149,"Prades",34.6,2,5,1,6.8,20,10.25,1.8,3137,12269.5,19230
66150,"Prats-de-Mollo-la-Preste",75.5,4,7,3,3.9,11.4,7.05,3.1,3137,12269.5,19260
66154,"Puyvalador",50.1,3,8,1,1.5,12.3,6.9,3.6,4173,15741,20420
66156,"Rabouillet",61.7,4,8,2,6.9,16.15,10.25,1.8,3137,12269.5,18700
66158,"Rasiguères",39.4,2,6,1,18.15,32.7,10.85,3.7,3286,13667.5,18710
66160,"Reynès",54.2,3,6,2,10,20.6,10.9,3.7,2808,11152,22830
66161,"Ria-Sirach",34.6,2,5,1,9.05,17.1,9.4,3.2,3137,12269.5,20410
66162,"Rigarda",33.7,2,4.5,1,7.85,20.55,11.2,3.1,3137,12269.5,21920
66164,"Rivesaltes",29.25,2,4,1,10.8,19.45,11.4,4.5,4099,14633.5,20150
66166,"Sahorre",43.2,2,6,1,7.4,18.15,9.2,1.3,3137,12269.5,16520
66167,"Saillagouse",57.2,4,8,2,3.9,14.7,7.15,2.8,4173,15741,21720
66168,"Saint-André",44.55,2,5,1,9.55,20.9,11,3.5,4055,14416,22020
66169,"Saint-Arnac",40.5,2,6,1,9.6,18.9,10.85,3.7,3286,13667.5,19470
66170,"Sainte-Colombe-de-la-Commanderie",30,2,5,1,8.8,19.5,10.95,2.6,2808,11152,31710
66171,"Saint-Cyprien",33.2,2,3,1,10.2,19.3,12.1,3.4,4055,14416,22210
66172,"Saint-Estève",29.25,2,4,1,10.8,19.45,11.4,4.5,4099,14633.5,22170
66173,"Saint-Féliu-d'Amont",32.35,2,5,1,8.8,19.5,10.95,2.6,2808,11152,21980
66174,"Saint-Féliu-d'Avall",30,2,5,1,8.8,19.5,10.95,2.6,2808,11152,21220
66175,"Saint-Génis-des-Fontaines",28.95,2,4,1,9.55,20.9,11.8,3.5,4099,14633.5,22630
66176,"Saint-Hippolyte",27.8,2,4,1,10.2,19.3,12.1,3.4,4055,14416,22170
66177,"Saint-Jean-Lasseille",34.75,2,5,1,9.5,19.2,11.8,3.5,2808,11152,21770
66178,"Saint-Jean-Pla-de-Corts",35.95,2,5,1,10.95,19.75,10.9,3.7,2808,11152,22330
66180,"Saint-Laurent-de-la-Salanque",19.6,2,3,1,10.2,19.3,12.1,3.4,4055,14416,21060
66181,"Sainte-Léocadie",57.2,4,8,2,3.9,14.7,7.15,2.8,4173,15741,22710
66182,"Sainte-Marie-la-Mer",27.8,2,4,1,10.2,19.3,12.1,3.4,4055,14416,21460
66185,"Saint-Michel-de-Llotes",22.35,1,4.5,1,9.2,20.1,11.2,3.1,2808,11152,21400
66186,"Saint-Nazaire",28.95,2,4,1,10.2,19.3,12.1,3.4,4055,14416,22250
66187,"Saint-Paul-de-Fenouillet",42.4,3,6,1,9.7,19.4,10.8,4.6,3286,13667.5,17000
66188,"Saint-Pierre-dels-Forcats",55.9,4,7,2,0.1,5.1,5,3.4,4173,15741,20590
66189,"Saleilles",28.95,2,4,1,10.2,19.3,12.1,3.4,4055,14416,23510
66190,"Salses-le-Château",27.8,2,4,1,17.5,25.2,12.1,3.4,4055,14416,20390
66192,"Sauto",56,3.5,7,2,1.3,11.3,6.9,3.6,4173,15741,21170
66193,"Serdinya",43.2,2,6,1,7.4,18.15,9.2,1.3,3137,12269.5,16570
66194,"Serralongue",81,5,9,3,7.4,17,9.65,1.8,3137,12269.5,19360
66195,"Soler",22.75,2,3,1,8.8,19.5,10.95,2.6,2808,11152,21310
66196,"Sorède",44.55,2,5,1,10.5,19.3,11,3.5,4055,14416,23400
66198,"Sournia",40.2,3,6,1,6.8,20,10.25,1.8,3137,12269.5,19670
66199,"Taillet",54.2,3,6,2,6.8,17,10.75,3.3,2808,11152,19460
66202,"Targasonne",57.2,4,8,2,3.6,12.6,6.85,2.8,4173,15741,21610
66204,"Taurinya",37.7,2,6,1,1.4,8,5.5,1,3137,12269.5,20800
66205,"Tautavel",31.7,2,3,1,8.55,17.65,10.5,2.1,3286,13667.5,18740
66207,"Terrats",46.8,2,5.5,1,8.8,19.5,10.95,2.6,2808,11152,22180
66208,"Théza",28.95,2,4,1,10.2,19.3,12.1,3.4,4055,14416,21730
66210,"Thuir",30,2,5,1,8.8,19.5,10.95,2.6,2808,11152,21270
66211,"Tordères",35.95,2,5,1,10.95,19.75,10.9,3.7,2808,11152,21460
66212,"Torreilles",27.8,2,4,1,10.2,19.3,12.1,3.4,4055,14416,22080
66213,"Toulouges",22.75,2,3,1,10.8,19.45,11.4,4.5,4099,14633.5,22290
66214,"Tresserre",34.75,2,5,1,9.5,19.2,11.8,3.7,2808,11152,22160
66215,"Trévillach",40.2,3,6,1,7.85,20.55,10.25,1.8,3286,13667.5,20410
66217,"Trouillas",22.75,2,3,1,9.5,19.2,11.8,3.7,2808,11152,21790
66218,"Ur",49.15,3,7,1,3.6,12.6,6.85,2.8,4173,15741,22560
66222,"Vernet-les-Bains",37.7,2,6,1,7.4,18.15,9.2,1.3,3137,12269.5,19910
66223,"Villefranche-de-Conflent",36,2,5,1,9.05,17.1,9.4,3.2,3137,12269.5,14680
66224,"Villelongue-de-la-Salanque",27.8,2,4,1,10.2,19.3,12.1,3.4,4055,14416,21060
66225,"Villelongue-dels-Monts",49.2,3,5,2,9.55,20.9,11,3.5,2808,11152,22990
66226,"Villemolaque",22.75,2,3,1,9.5,19.2,11.8,3.7,2808,11152,21200
66227,"Villeneuve-de-la-Raho",28.95,2,4,1,10.8,19.45,11.4,4.5,4099,14633.5,24500
66228,"Villeneuve-la-Rivière",22.75,2,3,1,10.8,19.45,11.4,4.5,4099,14633.5,21980
66230,"Vinça",33.7,2,4.5,1,7.85,20.55,10.25,1.8,3137,12269.5,20510
66231,"Vingrau",31.7,2,3,1,9.9,19.8,11.5,3.5,4099,14633.5,18180
66233,"Vivès",35.95,2,5,1,10.95,19.75,10.9,3.7,2808,11152,21520
81001,"Aguts",63.1,4,8,2,9.5,17.6,11.4,4.6,3605,15422,25020
81002,"Aiguefonde",126.7,7,11,4,5.7,14,10.05,4.4,3031,12325.5,21090
81003,"Alban",88.85,5,10,3,8,18.6,10.7,3.2,3565.5,13621.5,20370
81004,"Albi",62.75,4,9,2,7.9,18.6,11.1,2.4,3511.5,13241.5,21650
81005,"Albine",104.75,6,11,3,5.5,14.8,11.2,4.5,3575,13240,19770
81006,"Algans",63.1,4,8,2,7.8,19.2,11.8,1.9,3455,13217,23590
81008,"Almayrac",66.8,4.5,8,2.5,8.1,16.4,10.5,3.6,3511.5,13241.5,20470
81010,"Ambialet",88.85,5,10,3,8,18.6,11.5,3.2,3565.5,13621.5,20940
81011,"Ambres",44.5,3,7.5,1,7.8,19.2,11.8,1.9,3455,13217,23980
81013,"Andouque",83.75,5,9.5,3,8.1,16.4,10.5,3.6,3511.5,13241.5,21140
81014,"Anglès",104.75,6,11,3,5.5,14.8,10.9,4.2,3575,13240,19600
81016,"Arfons",95,6,11,3,8,17.6,12,2.1,3031,12325.5,18010
81017,"Arifat",74.6,5,8,3,8,16.15,10.7,3.2,3565.5,13621.5,18170
81018,"Arthès",62.75,4,9,2,8.75,18.8,11.5,2.4,3511.5,13241.5,23520
81019,"Assac",83.75,5,9.5,3,8,18.6,10.5,3.6,3565.5,13621.5,18670
81020,"Aussac",58.25,3,8,2,5.4,17.5,11.05,2.4,3511.5,13241.5,22610
81021,"Aussillon",94.15,5.5,10,3,5.7,14,10.05,4.4,3575,13240,18530
81022,"Bannières",63.1,4,8,2,8.6,18.45,11.8,1.9,3455,13217,29020
81023,"Barre",79.15,4,9,2,7,14.8,9.6,5.3,3138,12100,17970
81024,"Beauvais-sur-Tescou",54.1,4,9,2,8.3,18.3,11.2,3,3239.5,12941.5,21770
81025,"Belcastel",63.1,4,8,2,7.8,19.2,11.8,1.9,3455,13217,28740
81026,"Bellegarde-Marsal",49,3,8,2,8.75,18.8,11.5,2.4,3511.5,13241.5,22060
81027,"Belleserre",91,5,10,3,9.5,17.15,12,2.1,3031,12325.5,23630
81028,"Berlats",74.6,5,7.5,3,6.35,14.8,10.7,3,3575,13240,17220
81029,"Bernac",44.75,3,8,1,8.55,19.05,11.05,2.4,3511.5,13241.5,24090
81030,"Bertre",63.1,4,8,2,7.8,19.2,11.8,1.9,3455,13217,23950
81031,"Bez",99.25,6,10,3,6.35,14.8,10.7,3,3575,13240,22380
81032,"Blan",91,5,10,3,9.5,17.15,12,2.1,3031,12325.5,21670
81033,"Blaye-les-Mines",60.1,4,8,2,7.9,18.6,11.1,2.4,3511.5,13241.5,19270
81034,"Boissezon",99.25,6,10,3,6.35,14.8,10.7,3,3575,13240,18090
81035,"Bournazel",58.5,4,8,2,7,19.4,11.1,2.4,3511.5,13241.5,21170
81036,"Bout-du-Pont-de-Larn",94.15,5.5,10,3,5.5,14.8,10.7,3,3575,13240,23140
81037,"Brassac",99.25,6,10,3,6.35,14.8,10.7,3,3575,13240,20980
81038,"Brens",51.85,3.5,8,1,8.15,19.9,11.6,2.4,3511.5,13241.5,23900
81039,"Briatexte",61.6,4,8,2,7.8,19.2,11.8,1.9,3455,13217,21110
81040,"Brousse",65.45,4,8,2,8.3,20.4,11.05,1.9,3455,13217,20420
81042,"Burlats",68.8,4,9,2,8,16.15,10.7,3.2,3565.5,13621.5,22910
81043,"Busque",61.6,4,8,2,5.4,17.5,11.05,1.9,3455,13217,22350
81044,"Cabanès",61.6,4,8,2,7.8,19.2,11.8,1.9,3455,13217,21780
81045,"Cabannes",58.5,4,8,2,7,19.4,11.1,1.7,3239.5,12941.5,17840
81046,"Cadalen",45.25,3,8,1,5.4,17.5,11.05,2.4,3511.5,13241.5,23820
81047,"Cadix",76.9,5,9,2,8,18.6,10.5,3.6,3565.5,13621.5,18870
81048,"Cagnac-les-Mines",28.2,2.5,5.5,1,7.9,18.6,11.1,2.4,3511.5,13241.5,21390
81049,"Cahuzac",91,5,10,3,8,17.6,12,2.1,3031,12325.5,20930
81050,"Cambon-lès-Lavaur",63.1,4,8,2,7.8,19.2,11.8,1.9,3455,13217,24320
81051,"Cahuzac-sur-Vère",56.1,4,8,2,7.4,18.6,11.1,1.7,3239.5,12941.5,20900
81052,"Cambon",49,3,8,2,8.75,18.8,11.5,2.4,3511.5,13241.5,25670
81053,"Cambounès",99.25,6,10,3,6.35,14.8,10.7,3,3575,13240,19730
81054,"Cambounet-sur-le-Sor",67.75,4,9,2,8,17.6,12,2.1,3031,12325.5,23650
81055,"Cammazes",91,5,10,3,9.2,17.2,12,2.1,3031,12325.5,19370
81056,"Campagnac",74.4,5,9,2,7.4,18.6,11.1,1.7,3239.5,12941.5,21910
81058,"Carbes",67.75,4,9,2,8.3,20.4,12,2.1,3031,12325.5,23980
81059,"Carlus",58.25,3,8,2,7.9,18.6,11.1,2.4,3511.5,13241.5,24090
81060,"Carmaux",60.1,4,8,2,8.1,16.4,10.5,3.6,3511.5,13241.5,19350
81061,"Castanet",44.75,3,8,1,8.55,19.05,11.6,2.4,3511.5,13241.5,24220
81062,"Fontrieu",102.75,6,10,4,6.35,14.8,10.7,3,3575,13240,19120
81063,"Castelnau-de-Lévis",44.75,3,8,1,7.9,18.6,11.1,2.4,3511.5,13241.5,24500
81064,"Castelnau-de-Montmiral",59.6,4,8,2,8,18.9,11.6,1.7,3239.5,12941.5,21490
81065,"Castres",68.8,4,9,2,8.3,20.4,12,2.1,3031,12325.5,20940
81066,"Caucalières",71.6,4,9,2,5.7,14,10.05,4.4,3031,12325.5,21450
81067,"Cestayrols",44.75,3,8,1,8.55,19.05,11.6,2.4,3511.5,13241.5,22220
81068,"Combefa",66.8,4.5,8,2.5,8.55,19.05,11.1,2.4,3511.5,13241.5,23080
81069,"Cordes-sur-Ciel",58.5,4,8,2,7,19.4,11.1,2.4,3511.5,13241.5,19430
81070,"Coufouleux",44.5,3,7.5,1,8.2,20.5,13,1.9,3455,13217,23620
81073,"Crespinet",49,3,8,2,8.75,18.8,11.5,3.6,3511.5,13241.5,22500
81074,"Cunac",49,3,8,2,8.75,18.8,11.5,2.4,3511.5,13241.5,24140
81075,"Cuq",67.75,4,9,2,8.3,20.4,12,2.1,3031,12325.5,22090
81076,"Cuq-Toulza",63.1,4,8,2,9.5,17.6,11.4,4.6,3605,15422,22200
81077,"Curvalle",64.9,4,9,2,8,18.6,10.7,3.2,3565.5,13621.5,17700
81078,"Damiatte",65.45,4,8,2,7.8,19.2,11.8,1.9,3455,13217,21040
81079,"Dénat",49,3,8,2,8.75,18.8,11.5,2.4,3511.5,13241.5,23140
81081,"Dourgne",95,6,11,3,8,17.6,12,2.1,3031,12325.5,21630
81083,"Durfort",91,5,10,3,9.5,17.15,12,2.1,3031,12325.5,19260
81084,"Escoussens",126.7,7,11,4,8,17.6,12,2.1,3031,12325.5,21870
81086,"Espérausses",74.6,5,7.5,3,6.35,14.8,10.7,3,3575,13240,16270
81087,"Fayssac",42,3,7.5,1,8.15,19.9,11.6,2.4,3511.5,13241.5,24000
81088,"Fauch",74.6,5,8,3,8.75,18.8,11.5,3.2,3565.5,13621.5,22900
81089,"Faussergues",83.75,5,9.5,3,8,18.6,10.5,3.6,3414,12630,18880
81090,"Fénols",58.25,3,8,2,5.4,17.5,11.05,2.4,3511.5,13241.5,22910
81092,"Fiac",61.6,4,8,2,7.8,19.2,11.8,1.9,3455,13217,24050
81093,"Florentin",58.25,3,8,2,5.4,17.5,11.05,2.4,3511.5,13241.5,23770
81096,"Fraysse",88.85,5,10,3,8,18.6,10.7,3.2,3565.5,13621.5,20800
81097,"Fréjairolles",49,3,8,2,8.75,18.8,11.5,2.4,3511.5,13241.5,25590
81098,"Fréjeville",67.75,4,9,2,8.3,20.4,12,2.1,3031,12325.5,25380
81099,"Gaillac",51.85,3.5,8,1,7.95,19.75,12,1.7,3239.5,12941.5,20780
81100,"Garrevaques",65.2,4,8,2,9.5,17.15,11.4,4.6,3605,15422,22920
81101,"Garric",28.2,2.5,5.5,1,8.75,18.8,11.5,2.4,3511.5,13241.5,22310
81102,"Garrigues",44.5,3,7.5,1,8.2,20.5,13,1.9,3455,13217,25450
81103,"Gijounet",74.6,5,7.5,3,4.4,13.7,9.3,3,3575,13240,21170
81104,"Giroussens",44.5,3,7.5,1,8.2,20.5,13,1.9,3455,13217,25680
81105,"Graulhet",61.6,4,8,2,5.4,17.5,11.05,1.9,3455,13217,18800
